,original_title,release_date,revenue,runtime,vote_average,Animation,Comedy,Horror,Western,Thriller,Crime,Romance,History,Fantasy,ScienceFiction,Action,Mystery,Family,Drama,Adventure
35182,Depeche Mode: The Videos 86-98,1998,0.0,126.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35183,David Bowie: Best Of Bowie,2002,0.0,204.0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35184,Assume the Position with Mr. Wuhl,2007,0.0,30.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35185,Successful Alcoholics,2010,0.0,26.0,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35186,The Pee-wee Herman Show,1981,0.0,58.0,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35187,The Broken Tower,2012,0.0,99.0,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35188,Dreamkeeper,2003,0.0,174.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35189,A Cosmic Christmas,1977,0.0,26.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35190,The Monster of Mangatiti,2015,0.0,70.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35191,Nocturnal Animals,2016,29252978.0,116.0,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35192,A Tale of Two Thieves,2014,0.0,71.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35193,Tyke Elephant Outlaw,2015,0.0,78.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35194,A Syrian Love Story,2015,0.0,76.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35195,The Pardon,2013,0.0,109.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35196,Pete's Christmas,2013,0.0,86.0,4.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35197,Homeland (Iraq Year Zero),2016,0.0,334.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35198,Unnatural,2015,0.0,89.0,4.3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
35199,Lumberjack Man,2015,0.0,105.0,4.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35200,Daddy's Home,2015,242786137.0,96.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35201,Sisters,2015,105011053.0,118.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35202,Homemade Hillbilly Jam,2005,0.0,0.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35203,快乐工厂,2007,0.0,88.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35204,The Christmas Secret,2014,0.0,90.0,6.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
35205,Just in Time for Christmas,2015,0.0,84.0,6.2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
35206,A Christmas Detour,2015,0.0,84.0,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35207,Angel of Christmas,2015,0.0,90.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35208,Once Upon A Holiday,2015,0.0,84.0,5.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35209,"Murder, She Baked: A Chocolate Chip Cookie Mystery",2015,0.0,83.0,7.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35210,Night Of The Living Deb,2015,0.0,85.0,5.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35211,"Murder, She Baked: A Plum Pudding Murder Mystery",2015,0.0,84.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35212,'Tis the Season for Love,2015,0.0,84.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35213,Ice Sculpture Christmas,2015,0.0,87.0,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35214,Charming Christmas,2015,0.0,84.0,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35215,I'm Not Ready for Christmas,2015,0.0,84.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35216,Merry Matrimony,2015,0.0,84.0,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35217,Christmas Incorporated,2015,0.0,84.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35218,12 Gifts of Christmas,2015,0.0,84.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35219,Crown for Christmas,2015,0.0,84.0,7.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35220,The Bridge,2015,0.0,89.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35221,On the Twelfth Day of Christmas,2015,0.0,90.0,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35222,A Christmas Melody,2015,0.0,83.0,5.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35223,Santa and the Ice Cream Bunny,1972,0.0,96.0,2.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35224,Amor Impossível,2015,0.0,125.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35225,Kung Fu Panda 3,2016,521170825.0,95.0,6.7,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
35226,機動戦士ガンダムF91,1991,0.0,115.0,6.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35227,機動戰士 ガンダム 逆襲のシャア,1988,0.0,124.0,7.1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35228,銀河英雄伝説: わが征くは星の大海,1988,0.0,59.0,8.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35229,奈緒子,2008,0.0,120.0,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35230,누구나 비밀은 있다,2004,0.0,105.0,6.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35231,The Black Panthers: Vanguard of the Revolution,2015,0.0,113.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35232,タイヨウのうた,2006,0.0,119.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35233,달콤한 거짓말,2008,0.0,115.0,5.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35234,The Hooligan Factory,2014,0.0,90.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35235,ジョゼと虎と魚たち,2003,0.0,116.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35236,誰かが私にキスをした,2010,0.0,124.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35237,About Love,2005,0.0,102.0,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35238,The Slanted Screen,2006,0.0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35239,Tokyo Girl,2008,0.0,98.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35240,ハチミツとクローバー,2006,0.0,117.0,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35241,김종욱 찾기,2010,0.0,112.0,6.5,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
35242,悪人,2010,0.0,139.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35243,내 마음의 풍금,1999,0.0,116.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35244,쩨쩨한 로맨스,2010,0.0,118.0,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35245,Yangu Burakku Jakku,2011,0.0,128.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35246,Very Young Girls,2007,0.0,83.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35247,青空のゆくえ,2005,0.0,102.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35248,ゴースト もういちど抱きしめたい,2010,9833553.0,116.0,4.3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
35249,가면,2007,0.0,99.0,7.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
35250,4교시 추리영역,2009,0.0,86.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35251,あしたのジョー,2011,0.0,131.0,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35252,LoveHotels,2006,0.0,104.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35253,Shîsaido Môteru,2010,0.0,103.0,6.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35254,Yuriko no Aroma,2010,0.0,74.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35255,河豚,2011,0.0,88.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35256,Violanchelo,2008,0.0,85.0,4.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
35257,向左走向右走,2003,0.0,96.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35258,He's Mine Not Yours,2011,0.0,104.0,5.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35259,연애의 목적,2005,0.0,121.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35260,Sólo quiero caminar,2008,0.0,129.0,4.8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
35261,カフーを待ちわびて,2009,0.0,121.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35262,6월의 일기,2005,0.0,105.0,6.2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
35263,내 아내의 모든 것,2012,0.0,121.0,6.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35264,A Perfect Christmas List,2014,0.0,86.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
35265,Christmas Town,2008,0.0,90.0,3.6,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0
35266,暗いところで待ち合わせ,2006,0.0,130.0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35267,戀愛通告,2010,0.0,98.0,5.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35268,Shinkuronishiti,2004,0.0,133.0,5.9,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
35269,자칼이 온다,2012,1261947.0,107.0,5.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35270,용의자 X,2012,0.0,110.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35271,나의 PS 파트너,2012,0.0,114.0,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35272,ひみつのアッコちゃん,2012,0.0,120.0,6.7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
35273,Dorfman,2011,0.0,92.0,5.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35274,오싹한 연애,2011,0.0,114.0,6.8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
35275,きらきらひかる,1992,0.0,98.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35276,一夜惊喜,2013,0.0,106.0,6.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35277,A Christmas Kiss II,2014,0.0,90.0,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35278,Quatre étoiles,2005,0.0,0.0,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35279,Mieheke,1936,0.0,80.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35280,Comme un avion,2015,0.0,105.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35281,R.O.T.O.R.,1987,0.0,90.0,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
35282,Alligator 2 - The Mutation,1991,0.0,92.0,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35283,Flying,1986,0.0,96.0,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35284,Dick Tracy Meets Gruesome,1947,0.0,65.0,5.9,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
35285,Marco Polo: One Hundred Eyes,2015,0.0,28.0,7.1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
35286,A Brave Heart: The Lizzie Velasquez Story,2015,0.0,90.0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35287,Pizza,2005,0.0,80.0,5.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35288,Three Bewildered People in the Night,1987,0.0,92.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35289,The Doe Boy,2001,0.0,85.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35290,"Nestor, the Long-Eared Christmas Donkey",1977,0.0,30.0,5.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35291,Act Like You Love Me,2013,0.0,93.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35292,Días de Pesca,2012,0.0,78.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35293,Krisha,2016,140779.0,81.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35294,All My Sons,1948,0.0,95.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35295,Ask a Policeman,1939,0.0,83.0,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35296,The Bachelor Father,1931,0.0,90.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35297,The Bohemian Girl,1936,0.0,71.0,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35298,Pimpernel Smith,1941,0.0,120.0,7.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35299,Tom Brown's School Days,1940,0.0,86.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35300,Unicorn City,2012,0.0,103.0,5.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35301,Конец прекрасной эпохи,2015,0.0,98.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35302,山楂樹之戀,2010,0.0,113.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35303,A.R.O.G.,2008,0.0,127.0,6.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35304,Rudolph and Frosty's Christmas in July,1979,0.0,97.0,6.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35305,Mistletoe Over Manhattan,2011,0.0,87.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35306,A Cookie Cutter Christmas,2014,0.0,0.0,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35307,Window Wonderland,2013,0.0,90.0,5.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35308,The Unauthorized Full House Story,2015,0.0,88.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35309,La novia,2015,0.0,93.0,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35310,Als der Weihnachtsmann vom Himmel fiel,2011,0.0,107.0,6.2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
35311,The PHD Movie 2,2015,0.0,82.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35312,Standoff,2016,0.0,80.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35313,非常幸运,2013,0.0,114.0,4.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35314,A Matter of Faith,2014,0.0,79.0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35315,Sorry I Love You,2013,0.0,107.0,6.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
35316,Video Girl,2011,0.0,95.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35317,Love for Sale,2008,0.0,103.0,5.7,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35318,Te presento a Laura,2010,0.0,98.0,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35319,The Coalition,2013,0.0,95.0,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35320,Bajirao Mastani,2015,56000000.0,150.0,7.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
35321,Chrysalis,2014,0.0,100.0,4.9,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35322,Hot Summer in Barefoot County,1974,0.0,90.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35323,Swelter,2014,0.0,96.0,4.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
35324,Ένας Άλλος Κόσμος,2015,0.0,113.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35325,دست‌نویس‌ها نمی‌سوزند,2013,0.0,125.0,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35326,Il colosso di Rodi,1961,0.0,127.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
35327,Feng Shui,2004,0.0,108.0,6.6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
35328,Si accettano miracoli,2015,0.0,110.0,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35329,Cold Deck,2015,0.0,80.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35330,Maddalena... zero in condotta,1940,0.0,0.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35331,Teresa Venerdì,1941,0.0,87.0,7.1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35332,Un garibaldino al convento,1942,0.0,83.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35333,La porta del cielo,1945,0.0,88.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35334,Il tetto,1956,0.0,96.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35335,I sequestrati di Altona,1962,0.0,114.0,9.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35336,Steve McQueen: The Man & Le Mans,2015,0.0,112.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35337,Beyond the Blackboard,2011,0.0,100.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35338,Tired Moonlight,2015,0.0,76.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35339,Magnificent Doll,1946,0.0,95.0,5.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35340,Childhood's End,2015,0.0,246.0,6.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35341,"As Mil e Uma Noites: Volume 1, O Inquieto",2015,0.0,125.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35342,Jiabiangou,2010,0.0,112.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35343,San zimei,2012,0.0,153.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35344,BORUTO -NARUTO THE MOVIE-,2015,0.0,100.0,7.7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
35345,Das Amulett des Todes,1975,0.0,0.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35346,The Mend,2014,0.0,110.0,5.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35347,Headless,2015,0.0,86.0,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35348,The Beatniks,1960,0.0,78.0,2.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35349,Piccole labbra,1978,0.0,86.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35350,Namastey London,2007,0.0,128.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35351,Conspiracy of Silence,1991,0.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35352,3-Headed Shark Attack,2015,0.0,90.0,4.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
35353,จันดารา,2001,0.0,113.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35354,老炮儿,2015,0.0,134.0,7.4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
35355,The Stone Tape,1972,0.0,90.0,6.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35356,Whistle and I'll Come to You,1968,0.0,42.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35357,Jean Charles,2009,0.0,91.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35358,Como Esquecer,2010,0.0,100.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35359,"Ó Paí, Ó",2007,0.0,96.0,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35360,Estamos Juntos,2011,0.0,95.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35361,Natimorto,2011,0.0,92.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35362,Os Famosos e os Duendes da Morte,2009,0.0,101.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35363,君よ憤怒の河を渉れ,1976,0.0,151.0,6.2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
35364,Lajanje na zvezde,1998,0.0,95.0,7.0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
35365,Ahora o nunca,2015,0.0,91.0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35366,Comforting Skin,2011,0.0,109.0,4.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
35367,S-最後の警官- 奪還 RECOVERY OF OUR FUTURE,2015,0.0,120.0,6.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
35368,Naughty or Nice,2012,0.0,90.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35369,A Perfect Ending,2012,0.0,110.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35370,Asian School Girls,2014,0.0,90.0,4.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
35371,The Last: Naruto the Movie,2014,0.0,114.0,7.3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
35372,Thou Shalt Laugh 3,2008,0.0,94.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35373,Thou Shalt Laugh,2006,0.0,93.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35374,Thou Shalt Laugh 2 - The Deuce,2007,0.0,90.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35375,Senn,2013,0.0,84.0,5.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
35376,Pink Floyd: Behind the Wall,2005,0.0,80.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35377,The Daughter of Dawn,1920,0.0,80.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35378,Nintendo Quest,2015,0.0,92.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35379,"Rabin, the Last Day",2015,0.0,153.0,3.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35380,Le Grand partage,2015,0.0,0.0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35381,The Alchemist's Letter,2015,0.0,6.0,6.9,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
35382,Shadows on the Wall,2014,0.0,110.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35383,Bethune: The Making of a Hero,1993,0.0,115.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35384,解救吴先生,2015,0.0,106.0,6.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35385,내 사랑 싸가지,2004,0.0,95.0,6.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35386,작업의 정석,2005,0.0,100.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35387,Aurore,2005,0.0,115.0,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35388,Bakit Hindi Ka Crush Ng Crush Mo?,2013,0.0,100.0,5.1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35389,僕等がいた 前篇,2012,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35390,僕等がいた 後篇,2012,0.0,121.0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35391,Bride for Rent,2014,0.0,115.0,7.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35392,觀音山,2010,0.0,104.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35393,婚前特急,2011,0.0,107.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35394,지금 사랑하는 사람과 살고 있습니까?,2007,0.0,116.0,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35395,Altergeist,2014,0.0,90.0,4.9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
35396,クローズド・ノート,2007,0.0,138.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35397,Crazy,2000,0.0,97.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35398,기다리다 미쳐,2008,0.0,108.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35399,시라노; 연애조작단,2010,0.0,118.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35400,ドロップ,2009,0.0,121.0,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35401,抱きしめたい -真実の物語-,2014,0.0,122.0,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35402,은교,2012,0.0,129.0,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35403,오감도,2009,2484095.0,130.0,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35404,Fure fure shôjo,2008,0.0,114.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35405,Girlfriend Boyfriend,2012,0.0,105.0,6.2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35406,ゴス,2008,0.0,95.0,6.1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
35407,重力ピエロ,2009,0.0,118.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35408,피끓는 청춘,2014,0.0,121.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35409,パレード,2010,0.0,118.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35410,F.C. De Kampioenen: Kampioen zijn blijft plezant,2013,7471304.0,115.0,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35411,Max,1994,0.0,91.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35412,Seitsemän laulua tundralta,2000,0.0,90.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35413,The Work of Director Spike Jonze,2003,0.0,400.0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35414,Amarillo By Morning,1998,0.0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35415,Supilinna salaselts,2015,0.0,105.0,6.8,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
35416,The Unseen,1980,0.0,94.0,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35417,Pride and Prejudice and Zombies,2016,16374328.0,108.0,5.5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
35418,Twelve Mile Road,2003,0.0,120.0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
